time,Bx,By,Bz,Btotal
12.977,17.31,-20.81,-43.23,51.01
12.987,17.40,-20.95,-42.82,50.75
12.998,17.33,-21.04,-43.28,51.15
13.007,17.43,-21.23,-42.96,50.99
13.017,17.44,-21.14,-43.28,51.22
13.027,17.70,-21.06,-43.35,51.34
13.037,17.96,-21.02,-43.03,51.15
13.047,18.06,-20.86,-43.44,51.46
13.057,18.19,-20.71,-43.22,51.26
13.067,18.20,-20.40,-43.38,51.27
13.078,18.16,-20.09,-43.68,51.39
13.087,17.96,-19.77,-43.55,51.09
13.097,18.07,-19.41,-44.01,51.38
13.107,17.96,-19.23,-44.04,51.30
13.117,17.58,-18.80,-44.55,51.45
13.127,17.50,-18.37,-44.77,51.46
13.137,17.44,-18.03,-44.93,51.46
13.147,17.28,-17.58,-45.28,51.56
13.157,17.36,-17.19,-45.19,51.37
13.167,16.89,-16.83,-45.97,51.78
13.177,16.78,-16.21,-46.16,51.72
13.187,16.63,-15.84,-46.02,51.44
13.197,16.33,-15.35,-46.39,51.53
13.207,16.08,-14.98,-46.07,51.04
13.217,15.83,-14.66,-46.63,51.38
13.227,15.54,-14.38,-46.88,51.44
13.237,15.47,-14.09,-46.60,51.08
13.247,15.22,-13.82,-46.80,51.11
13.257,15.21,-13.54,-46.40,50.67
13.267,14.92,-13.11,-46.83,50.87
13.277,14.97,-12.87,-47.35,51.30
13.287,14.77,-12.45,-47.04,50.85
13.296,14.25,-11.84,-47.38,50.88
13.307,14.16,-11.20,-46.90,50.25
13.316,13.74,-10.40,-47.52,50.55
13.326,13.35,-9.74,-47.80,50.58
13.337,12.86,-9.19,-47.88,50.42
13.347,12.47,-8.59,-48.24,50.56
13.356,12.21,-8.06,-48.38,50.54
13.366,11.79,-7.33,-48.34,50.29
13.376,11.30,-6.62,-48.58,50.31
13.386,10.84,-6.06,-48.17,49.74
13.396,10.74,-5.60,-48.59,50.08
13.406,10.71,-5.23,-48.38,49.82
13.416,10.46,-4.80,-48.30,49.66
13.426,10.76,-4.62,-48.73,50.12
13.436,11.04,-4.58,-47.88,49.35
13.446,11.41,-4.58,-48.06,49.61
13.456,11.83,-4.70,-47.47,49.15
13.466,12.05,-4.87,-47.66,49.40
13.476,12.25,-5.00,-47.64,49.44
13.486,12.24,-5.22,-47.31,49.15
13.496,12.29,-5.43,-47.62,49.48
13.506,12.35,-5.63,-47.13,49.04
13.516,12.18,-5.67,-47.20,49.08
13.526,11.97,-5.67,-47.33,49.15
13.536,11.53,-5.75,-47.16,48.89
13.546,10.96,-5.73,-47.35,48.94
13.556,10.42,-5.74,-47.24,48.71
13.566,10.42,-5.74,-47.24,48.71
13.576,9.85,-5.73,-47.37,48.72
13.586,9.21,-5.69,-47.66,48.87
13.596,8.85,-5.65,-47.22,48.38
13.606,8.45,-5.56,-47.44,48.51
13.616,8.24,-5.51,-47.25,48.28
13.625,7.77,-5.43,-47.65,48.58
13.635,7.41,-5.42,-47.90,48.77
13.645,7.31,-5.41,-47.45,48.32
13.655,7.10,-5.69,-47.67,48.53
13.665,7.08,-5.85,-47.30,48.18
13.675,6.91,-6.21,-47.54,48.44
13.685,6.97,-6.57,-47.63,48.59
13.695,6.99,-7.33,-47.13,48.21
13.705,6.77,-8.04,-47.18,48.34
13.715,6.75,-8.78,-46.59,47.89
13.725,6.69,-9.70,-46.43,47.90
13.735,6.89,-10.46,-46.53,48.19
13.745,6.82,-11.35,-45.90,47.77
13.755,6.56,-12.23,-45.93,47.98
13.765,6.53,-13.06,-45.18,47.48
13.775,6.28,-13.86,-44.85,47.36
13.785,5.90,-14.56,-44.98,47.65
13.795,5.60,-15.23,-44.70,47.56
13.805,5.02,-15.93,-44.77,47.78
13.815,4.84,-16.51,-44.44,47.65
13.825,4.14,-16.92,-44.06,47.37
13.835,3.61,-17.38,-44.41,47.83
13.845,3.11,-17.86,-44.00,47.59
13.855,2.74,-18.26,-44.28,47.98
13.865,2.23,-18.60,-43.74,47.59
13.875,1.76,-18.84,-43.55,47.49
13.885,1.46,-19.02,-43.67,47.66
13.895,1.13,-19.47,-43.69,47.84
13.904,0.71,-19.78,-43.64,47.92
13.914,0.29,-20.05,-43.38,47.79
13.924,-0.13,-20.45,-42.84,47.48
13.934,-0.56,-20.87,-43.31,48.08
13.945,-0.94,-21.36,-42.80,47.85
13.954,-1.23,-21.78,-42.78,48.02
13.964,-1.48,-22.35,-42.37,47.92
13.974,-1.86,-22.71,-41.80,47.61
13.984,-2.21,-22.99,-41.75,47.71
13.994,-2.43,-23.32,-41.01,47.24
14.004,-2.89,-23.58,-41.52,47.83
14.014,-3.07,-23.72,-41.31,47.73
14.024,-3.81,-23.81,-40.85,47.43
14.034,-4.44,-23.77,-41.41,47.95
14.044,-5.41,-23.99,-40.93,47.75
14.054,-6.42,-23.95,-41.21,48.10
14.064,-7.43,-24.28,-40.86,48.11
14.074,-8.41,-24.26,-40.51,47.96
14.084,-9.42,-24.22,-40.55,48.16
14.094,-10.20,-24.43,-40.07,48.03
14.104,-10.88,-24.33,-40.25,48.27
14.114,-11.71,-24.40,-39.77,48.11
14.124,-12.19,-24.36,-39.31,47.82
14.134,-12.59,-24.21,-39.56,48.06
14.144,-13.04,-24.21,-39.36,48.01
14.154,-13.38,-23.95,-39.90,48.42
14.164,-13.83,-23.76,-39.60,48.21
14.174,-14.21,-23.38,-39.51,48.06
14.184,-14.45,-22.99,-39.93,48.29
14.194,-14.75,-22.44,-39.81,48.02
14.204,-15.15,-21.83,-40.28,48.25
14.213,-15.56,-21.36,-40.46,48.32
14.223,-15.66,-20.77,-40.51,48.14
14.233,-16.17,-20.04,-41.03,48.44
14.243,-16.82,-19.58,-41.07,48.51
14.253,-17.17,-18.90,-41.34,48.60
14.263,-17.18,-18.33,-41.53,48.54
14.273,-17.35,-17.76,-41.26,48.15
14.283,-17.32,-17.04,-41.65,48.22
14.293,-17.32,-16.77,-41.46,47.96
14.303,-17.58,-16.11,-42.26,48.52
14.313,-17.60,-15.78,-42.63,48.75
14.323,-17.61,-15.43,-42.33,48.37
14.333,-17.34,-15.12,-42.87,48.65
14.343,-17.17,-14.90,-42.46,48.16
14.353,-17.00,-14.67,-42.92,48.43
14.363,-16.78,-14.50,-43.20,48.56
14.373,-16.77,-14.32,-42.86,48.20
14.383,-16.58,-14.14,-43.12,48.31
14.393,-16.36,-14.15,-42.96,48.10
14.403,-16.36,-13.87,-43.18,48.21
14.413,-16.01,-13.85,-43.40,48.29
14.423,-15.94,-13.83,-43.12,48.01
14.433,-15.61,-13.66,-43.45,48.15
14.443,-15.31,-13.82,-43.47,48.12
14.453,-15.09,-13.58,-43.99,48.44
14.463,-14.85,-13.70,-44.27,48.66
14.473,-14.51,-13.66,-43.86,48.18
14.483,-14.46,-13.46,-44.23,48.44
14.493,-14.62,-13.47,-44.16,48.43
14.503,-14.55,-13.03,-44.37,48.48
14.512,-14.47,-12.99,-44.49,48.56
14.523,-14.30,-12.87,-44.28,48.28
14.532,-14.15,-12.57,-44.44,48.31
14.542,-13.81,-12.52,-44.43,48.18
14.553,-13.71,-12.25,-44.48,48.13
14.562,-13.35,-11.95,-44.81,48.26
14.572,-13.05,-11.75,-45.04,48.34
14.582,-12.84,-11.21,-45.28,48.38
14.592,-12.58,-10.88,-45.27,48.23
14.602,-12.71,-10.35,-45.69,48.54
14.612,-12.86,-9.93,-46.01,48.79
14.622,-13.13,-9.44,-45.44,48.23
14.632,-13.21,-8.87,-45.77,48.46
14.642,-13.11,-8.50,-45.51,48.12
14.652,-13.29,-7.99,-45.97,48.51
14.662,-13.33,-7.68,-46.18,48.67
14.672,-13.31,-7.32,-46.14,48.58
14.682,-13.12,-7.08,-46.68,49.00
14.692,-13.02,-7.05,-46.50,48.80
14.702,-12.73,-6.80,-46.52,48.70
14.712,-12.68,-6.64,-47.01,49.14
14.722,-12.77,-6.54,-46.48,48.64
14.732,-13.15,-6.35,-46.71,48.94
14.742,-13.36,-6.35,-46.23,48.54
14.752,-13.50,-6.34,-46.17,48.52
14.762,-13.71,-6.59,-46.68,49.10
14.772,-14.00,-6.79,-46.43,48.97
14.782,-14.10,-6.99,-46.66,49.24
14.792,-14.34,-7.25,-46.22,48.93
14.802,-14.33,-7.61,-46.24,49.00
14.812,-14.34,-8.14,-46.39,49.23
14.822,-14.30,-8.74,-46.10,49.05
14.832,-14.33,-9.16,-45.88,48.93
14.841,-14.25,-9.85,-45.74,48.92
14.851,-14.29,-10.22,-45.72,48.98
14.861,-14.28,-10.63,-45.58,48.93
14.871,-14.29,-11.30,-45.26,48.79
14.881,-14.41,-11.69,-45.61,49.24
14.892,-14.36,-12.19,-45.17,48.94
14.901,-14.27,-12.60,-45.12,48.97
14.911,-14.21,-12.81,-45.18,49.06
14.921,-14.03,-13.19,-44.98,48.93
14.931,-13.99,-13.40,-45.16,49.14
14.941,-13.81,-13.78,-45.01,49.05
14.951,-13.64,-14.05,-44.99,49.06
14.961,-13.57,-14.31,-45.43,49.53
14.971,-13.41,-14.52,-45.20,49.33
14.981,-13.22,-14.67,-45.50,49.60
14.991,-12.95,-15.05,-45.26,49.43
15.001,-12.64,-15.27,-45.06,49.23
15.011,-12.69,-15.50,-45.41,49.63
15.021,-12.40,-15.87,-44.89,49.20
15.031,-12.14,-16.00,-45.03,49.31
15.041,-11.87,-16.41,-44.69,49.06
15.051,-11.79,-16.74,-44.72,49.18
15.061,-11.61,-16.92,-44.97,49.43
15.071,-11.39,-17.40,-44.66,49.27
15.081,-11.11,-17.63,-44.82,49.43
15.091,-10.93,-17.86,-44.58,49.25
15.101,-10.77,-18.14,-44.37,49.13
15.111,-10.50,-18.52,-44.71,49.52
15.121,-10.47,-18.95,-44.29,49.30
15.130,-10.53,-19.23,-44.33,49.45
15.141,-10.55,-19.74,-44.05,49.41
15.150,-10.78,-20.22,-43.96,49.57
15.161,-11.02,-20.63,-44.09,49.91
15.170,-11.25,-21.32,-43.51,49.74
15.180,-11.26,-21.32,-43.52,49.75
15.190,-11.28,-21.78,-43.44,49.88
15.200,-10.99,-22.23,-42.99,49.63
15.210,-10.57,-22.43,-42.70,49.38
15.220,-9.94,-22.52,-43.31,49.82
15.230,-9.12,-22.86,-43.16,49.69
15.240,-8.48,-22.80,-43.64,49.96
15.250,-8.01,-23.07,-43.78,50.13
15.260,-7.72,-22.94,-43.88,50.11
15.270,-7.61,-22.91,-44.48,50.61
15.280,-7.46,-23.14,-44.46,50.68
15.290,-7.39,-23.29,-44.55,50.81
15.300,-7.18,-23.70,-44.15,50.62
15.310,-6.94,-24.02,-43.82,50.45
15.320,-6.57,-24.12,-43.92,50.54
15.330,-6.31,-24.46,-43.44,50.26
15.340,-6.07,-24.85,-43.43,50.41
15.350,-5.65,-25.28,-43.36,50.50
15.360,-5.36,-25.66,-43.00,50.36
15.370,-5.04,-25.85,-43.26,50.65
15.380,-4.71,-26.09,-42.87,50.41
15.390,-4.62,-26.23,-43.08,50.65
15.400,-4.55,-26.44,-42.93,50.63
15.410,-4.54,-26.46,-42.89,50.60
15.420,-4.52,-26.34,-43.35,50.93
15.430,-4.26,-26.42,-43.25,50.86
15.440,-4.11,-26.38,-43.70,51.21
15.449,-4.03,-26.45,-43.66,51.20
15.459,-3.80,-26.57,-43.26,50.91
15.469,-3.87,-26.41,-43.70,51.21
15.479,-3.75,-26.52,-43.50,51.09
15.489,-3.95,-26.51,-43.57,51.15
15.499,-3.95,-26.64,-43.78,51.40
15.509,-4.01,-26.68,-43.48,51.17
15.519,-4.07,-26.55,-43.81,51.39
15.529,-4.24,-26.51,-43.41,51.04
15.539,-4.44,-26.30,-43.96,51.42
15.549,-4.46,-26.19,-44.33,51.68
15.559,-4.43,-25.95,-44.09,51.35
15.569,-4.18,-25.55,-44.67,51.63
15.579,-4.03,-25.19,-44.51,51.30
15.589,-4.17,-24.60,-45.12,51.56
15.599,-4.02,-24.35,-45.61,51.86
15.609,-4.22,-23.95,-45.67,51.75
15.619,-4.47,-23.32,-46.14,51.89
15.629,-4.44,-22.92,-46.13,51.71
15.639,-4.76,-22.58,-46.45,51.87
15.649,-4.99,-22.29,-46.79,52.07
15.659,-5.38,-22.03,-46.58,51.80
15.669,-5.67,-21.90,-46.85,52.03
15.679,-5.77,-22.00,-46.53,51.79
15.689,-6.09,-22.00,-46.84,52.11
15.699,-6.24,-22.15,-47.30,52.60
15.709,-6.53,-22.36,-47.04,52.50
15.719,-6.94,-22.36,-47.11,52.60
15.729,-7.35,-22.63,-46.53,52.26
15.739,-8.15,-22.57,-46.75,52.55
15.749,-8.75,-22.80,-46.94,52.91
15.758,-9.85,-22.96,-46.45,52.75
15.768,-10.64,-23.02,-46.42,52.89
15.778,-11.57,-23.01,-45.88,52.62
15.788,-12.23,-22.89,-46.04,52.85
15.798,-12.76,-22.64,-46.40,53.18
15.808,-13.13,-22.32,-46.14,52.91
15.818,-13.51,-21.81,-46.43,53.05
15.828,-13.99,-21.29,-46.39,52.93
15.838,-14.72,-20.55,-46.97,53.34
15.848,-15.50,-19.83,-47.25,53.54
15.858,-16.31,-19.01,-47.23,53.46
15.868,-17.16,-18.16,-47.65,53.80
15.878,-17.93,-17.41,-47.60,53.76
15.888,-18.62,-16.64,-47.98,54.09
15.898,-19.11,-16.10,-48.28,54.36
15.908,-19.61,-15.75,-48.02,54.20
15.918,-19.72,-15.30,-48.02,54.12
15.928,-19.66,-15.27,-47.89,53.97
15.938,-19.78,-15.14,-48.04,54.11
15.948,-20.11,-15.19,-47.97,54.19
15.958,-20.07,-15.43,-47.41,53.74
15.968,-20.34,-15.35,-46.98,53.44
15.978,-20.71,-15.52,-46.69,53.38
15.988,-21.09,-15.39,-46.35,53.20
15.998,-21.39,-15.40,-46.38,53.35
16.008,-21.77,-15.45,-46.19,53.35
16.018,-22.18,-15.19,-46.07,53.34
16.028,-22.46,-15.10,-45.98,53.35
16.038,-23.04,-14.77,-45.76,53.32
16.048,-23.34,-14.71,-45.98,53.62
16.058,-23.79,-14.61,-45.69,53.54
16.067,-24.37,-14.39,-45.67,53.73
16.077,-24.86,-14.23,-45.00,53.35
16.087,-25.23,-13.93,-44.92,53.37
16.097,-25.59,-13.65,-45.00,53.53
16.107,-26.16,-13.32,-44.70,53.47
16.117,-26.52,-12.97,-44.74,53.60
16.127,-27.04,-12.72,-44.22,53.37
16.137,-27.41,-12.14,-44.13,53.35
16.147,-28.19,-11.62,-44.05,53.57
16.157,-28.81,-11.19,-43.61,53.45
16.167,-29.24,-10.74,-43.62,53.60
16.177,-30.04,-10.27,-43.09,53.52
16.187,-30.52,-9.64,-42.78,53.42
16.197,-30.97,-9.29,-43.13,53.91
16.207,-31.12,-9.04,-42.56,53.50
16.217,-31.45,-8.68,-42.70,53.74
16.227,-31.93,-8.67,-42.33,53.72
16.237,-32.23,-8.52,-42.03,53.65
16.247,-32.52,-8.44,-42.18,53.93
16.257,-32.81,-8.62,-41.53,53.62
16.267,-33.08,-8.72,-41.57,53.83
16.277,-33.17,-9.00,-41.30,53.74
16.287,-33.09,-9.04,-41.21,53.62
16.297,-33.05,-9.10,-41.46,53.79
16.307,-33.05,-9.21,-41.06,53.51
16.317,-32.91,-9.13,-41.18,53.50
16.327,-33.06,-9.11,-40.85,53.33
16.337,-33.16,-8.86,-40.99,53.46
16.347,-33.27,-8.53,-41.45,53.83
16.357,-33.60,-8.21,-40.83,53.51
16.366,-33.90,-7.83,-41.12,53.87
16.376,-34.39,-7.43,-40.50,53.65
16.386,-34.58,-6.99,-40.31,53.57
16.396,-35.04,-6.59,-40.55,53.99
16.406,-35.37,-6.41,-39.86,53.67
16.416,-35.47,-5.84,-39.62,53.49
16.426,-35.53,-5.60,-39.15,53.16
16.436,-35.48,-4.97,-39.21,53.11
16.446,-35.18,-4.41,-39.77,53.28
16.456,-34.83,-3.91,-39.97,53.16
16.466,-34.51,-3.21,-40.66,53.42
16.476,-34.16,-2.52,-40.91,53.36
16.486,-33.97,-1.76,-41.16,53.40
16.496,-33.97,-1.07,-41.72,53.81
16.506,-34.11,-0.66,-41.58,53.78
16.516,-34.10,-0.01,-41.65,53.83
16.526,-34.04,0.30,-41.34,53.56
16.536,-34.10,0.59,-41.02,53.34
16.546,-34.27,1.05,-40.92,53.39
16.556,-34.29,1.14,-40.32,52.95
16.566,-34.15,1.53,-40.66,53.12
16.576,-34.13,1.78,-40.80,53.22
16.586,-33.70,2.05,-40.76,52.92
16.596,-33.36,2.60,-41.17,53.05
16.606,-33.23,3.08,-41.22,53.04
16.616,-32.86,3.89,-41.69,53.23
16.626,-32.51,4.74,-41.76,53.13
16.636,-32.05,5.48,-41.79,52.96
16.646,-31.63,6.32,-42.31,53.20
16.656,-31.33,6.99,-42.11,52.95
16.665,-30.85,7.71,-42.30,52.92
16.676,-30.43,8.26,-42.64,53.03
16.685,-30.03,8.69,-42.49,52.75
16.695,-29.65,9.19,-42.48,52.61
16.705,-29.39,9.71,-42.16,52.30
16.716,-29.06,10.22,-42.29,52.32
16.725,-28.80,10.65,-42.60,52.51
16.735,-28.64,10.97,-42.37,52.31
16.745,-28.30,11.38,-42.88,52.62
16.755,-28.00,11.72,-42.55,52.27
16.765,-27.24,12.10,-43.09,52.39
16.775,-27.24,12.10,-43.09,52.39
16.785,-26.89,12.63,-43.31,52.52
16.795,-26.26,12.88,-43.21,52.18
16.805,-25.55,13.38,-43.25,51.98
16.815,-24.93,13.75,-43.22,51.76
16.825,-24.50,14.39,-43.70,52.13
16.835,-24.18,14.90,-44.07,52.43
16.845,-23.48,15.26,-43.89,52.06
16.855,-22.84,15.82,-44.13,52.14
16.865,-22.37,16.17,-43.97,51.91
16.875,-21.74,16.64,-44.23,52.01
16.885,-21.29,16.99,-44.74,52.38
16.895,-20.82,17.19,-44.51,52.06
16.905,-20.13,17.47,-44.75,52.08
16.915,-19.66,17.71,-44.74,51.98
16.925,-18.90,18.06,-45.04,52.08
16.935,-18.46,18.44,-45.21,52.20
16.945,-17.86,18.75,-44.78,51.73
16.955,-17.44,19.11,-44.99,51.89
16.964,-16.96,19.30,-44.85,51.69
16.975,-16.15,19.47,-45.14,51.74
16.984,-15.52,19.53,-45.65,52.02
16.994,-14.92,19.69,-45.33,51.63
17.004,-13.93,19.77,-45.54,51.57
17.014,-13.10,19.78,-45.73,51.52
17.024,-11.96,19.96,-46.05,51.59
17.034,-10.79,20.11,-46.54,51.84
17.044,-9.75,20.40,-46.18,51.41
17.054,-8.88,20.53,-46.62,51.71
17.064,-8.21,20.63,-46.66,51.67
17.074,-7.32,20.66,-46.89,51.76
17.084,-6.75,20.71,-46.94,51.75
17.094,-6.23,20.52,-46.69,51.38
17.104,-5.82,20.35,-46.90,51.46
17.114,-5.61,19.87,-47.05,51.38
17.124,-5.26,19.43,-47.40,51.50
17.134,-5.02,18.90,-48.00,51.83
17.144,-4.89,18.40,-47.69,51.35
17.154,-4.94,18.03,-48.00,51.52
17.164,-4.66,17.39,-47.66,50.95
17.174,-4.46,16.95,-48.11,51.20
17.184,-4.12,16.49,-48.68,51.57
17.194,-3.78,15.98,-48.49,51.20
17.204,-3.41,15.59,-48.73,51.28
17.214,-2.91,15.00,-48.59,50.93
17.224,-2.63,14.69,-48.71,50.95
17.234,-2.51,14.47,-48.95,51.11
17.244,-2.53,14.20,-48.84,50.93
17.254,-2.54,14.09,-48.87,50.92
17.264,-2.62,14.00,-48.73,50.77
17.274,-2.66,14.09,-48.51,50.59
17.284,-2.72,14.10,-48.52,50.60
17.293,-2.77,14.21,-48.22,50.35
17.303,-2.58,14.33,-48.39,50.53
17.313,-2.68,14.31,-47.88,50.05
17.323,-2.59,14.43,-48.17,50.35
17.333,-2.78,14.67,-48.34,50.60
17.343,-3.15,15.00,-47.80,50.20
17.353,-3.48,15.20,-47.82,50.30
17.363,-3.85,15.50,-47.69,50.29
17.373,-4.15,15.63,-47.45,50.13
17.383,-4.58,15.97,-47.61,50.43
17.393,-4.89,16.13,-46.93,49.86
17.403,-5.02,16.27,-46.97,49.96
17.413,-5.40,16.27,-46.68,49.73
17.423,-5.45,16.22,-46.46,49.52
17.433,-5.69,16.26,-46.86,49.93
17.443,-5.94,16.17,-46.38,49.48
17.453,-6.06,15.98,-46.76,49.78
17.463,-6.34,15.88,-46.25,49.31
17.473,-6.62,15.56,-46.27,49.27
17.483,-6.97,15.34,-46.70,49.65
17.493,-7.27,14.99,-46.47,49.36
17.503,-7.78,14.72,-46.41,49.31
17.513,-8.27,14.19,-46.39,49.21
17.523,-8.66,13.81,-45.99,48.79
17.533,-9.00,13.15,-46.34,49.00
17.543,-9.43,12.67,-45.90,48.54
17.553,-10.08,12.27,-46.04,48.71
17.563,-10.59,11.93,-45.55,48.26
17.573,-11.19,11.46,-45.69,48.42
17.583,-11.78,11.08,-46.26,49.00
17.593,-12.58,10.66,-45.64,48.53
17.602,-13.31,10.42,-45.73,48.75
17.612,-14.14,9.93,-45.30,48.49
17.622,-15.03,9.59,-44.58,48.01
17.632,-15.82,9.25,-44.58,48.20
17.642,-16.96,8.82,-43.85,47.84
17.652,-17.61,8.67,-43.96,48.14
17.662,-18.59,8.14,-43.32,47.84
17.672,-19.09,7.86,-42.66,47.39
17.682,-19.14,7.52,-42.73,47.42
17.692,-19.55,7.00,-42.21,47.04
17.702,-19.95,6.72,-42.29,47.24
17.712,-19.87,6.32,-42.06,46.94
17.722,-20.08,6.06,-42.04,46.98
17.732,-20.34,5.85,-41.81,46.86
17.742,-20.40,5.49,-41.66,46.71
17.752,-20.16,5.23,-42.02,46.90
17.762,-20.45,4.93,-41.79,46.78
17.772,-20.41,4.65,-41.36,46.36
17.782,-20.49,4.30,-41.81,46.76
17.792,-20.82,3.86,-41.73,46.80
17.802,-21.13,3.55,-41.65,46.84
17.812,-21.72,3.10,-41.27,46.74
17.822,-21.85,2.52,-41.03,46.56
17.832,-22.11,1.95,-40.95,46.58
17.842,-22.32,1.49,-40.57,46.33
17.852,-22.36,1.01,-40.46,46.24
17.862,-22.53,0.53,-40.54,46.38
17.872,-22.50,0.05,-40.04,45.93
17.882,-22.51,-0.35,-40.36,46.22
17.891,-22.57,-0.82,-40.17,46.08
17.901,-22.62,-1.10,-40.34,46.26
17.911,-22.72,-1.40,-40.34,46.32
17.921,-22.83,-1.68,-39.92,46.02
17.931,-22.89,-1.92,-39.89,46.03
17.941,-22.81,-2.28,-39.38,45.57
17.951,-22.70,-2.45,-39.44,45.58
17.961,-22.81,-2.84,-39.73,45.90
17.971,-22.86,-3.17,-39.44,45.70
17.981,-23.11,-3.33,-39.57,45.94
17.991,-23.33,-3.72,-39.03,45.62
18.001,-23.41,-3.90,-39.11,45.74
18.011,-23.55,-4.16,-39.23,45.95
18.021,-23.44,-4.63,-38.76,45.53
18.031,-23.36,-4.88,-38.94,45.67
18.041,-23.45,-5.28,-38.70,45.55
18.051,-23.34,-5.62,-38.86,45.68
18.061,-23.21,-5.85,-38.72,45.52
18.071,-23.48,-6.14,-38.18,45.24
18.081,-23.35,-6.41,-38.44,45.43
18.091,-23.46,-6.85,-38.35,45.48
18.101,-23.39,-6.93,-38.27,45.39
18.111,-23.34,-7.12,-38.43,45.52
18.121,-23.11,-7.33,-37.93,45.02
18.131,-23.21,-7.43,-37.97,45.11
18.141,-23.28,-7.52,-37.63,44.88
18.151,-23.42,-7.44,-37.75,45.04
18.161,-23.50,-7.33,-37.97,45.25
18.171,-23.72,-7.27,-37.36,44.85
18.181,-23.90,-7.04,-37.46,44.99
18.191,-24.00,-7.03,-37.21,44.83
18.201,-23.98,-6.90,-37.18,44.77
18.211,-23.88,-7.01,-37.03,44.62
18.220,-23.88,-7.01,-36.81,44.43
18.230,-23.94,-6.78,-36.88,44.49
18.240,-23.64,-6.85,-36.86,44.32
18.250,-23.60,-6.92,-36.96,44.39
18.260,-23.43,-7.02,-37.16,44.49
18.270,-23.39,-7.34,-36.64,44.08
18.280,-23.21,-7.33,-36.66,44.01
18.290,-23.18,-7.55,-36.46,43.86
18.300,-22.98,-7.60,-36.64,43.91
18.310,-23.03,-7.68,-36.75,44.05
18.320,-22.95,-7.78,-36.30,43.65
18.330,-22.59,-7.87,-36.30,43.47
18.340,-22.15,-8.10,-36.16,43.17
18.351,-21.75,-8.33,-36.67,43.44
18.360,-21.41,-8.52,-36.98,43.57
18.370,-21.32,-8.82,-36.80,43.44
18.380,-21.32,-8.82,-36.80,43.44
18.390,-20.93,-8.96,-36.91,43.37
18.400,-20.80,-9.04,-36.68,43.12
18.410,-20.69,-9.07,-37.01,43.36
18.420,-20.55,-9.27,-37.15,43.45
18.430,-20.46,-9.48,-37.01,43.34
18.440,-20.30,-9.57,-36.96,43.25
18.450,-20.16,-9.85,-36.62,42.95
18.460,-20.20,-9.89,-36.77,43.11
18.470,-20.16,-10.10,-37.16,43.46
18.480,-19.95,-10.27,-36.78,43.09
18.490,-19.83,-10.48,-36.77,43.07
18.500,-19.85,-10.86,-36.64,43.06
18.510,-19.60,-11.13,-36.55,42.94
18.520,-19.47,-11.52,-36.75,43.16
18.529,-19.34,-11.93,-36.41,42.92
18.539,-18.85,-12.24,-36.48,42.85
18.549,-18.69,-12.88,-36.36,42.86
18.559,-18.17,-13.34,-36.37,42.79
18.569,-17.72,-13.90,-36.46,42.86
18.579,-17.36,-14.34,-36.25,42.68
18.589,-16.99,-14.86,-36.39,42.82
18.599,-16.55,-15.60,-36.16,42.72
18.609,-16.20,-16.02,-35.92,42.53
18.619,-15.88,-16.65,-36.62,43.25
18.629,-15.76,-17.16,-36.14,43.00
18.639,-15.34,-17.52,-35.89,42.78
18.649,-15.30,-17.79,-35.44,42.51
18.659,-15.05,-17.97,-35.26,42.34
18.670,-14.84,-18.12,-35.57,42.59
18.679,-14.86,-18.15,-35.29,42.38
18.689,-14.79,-18.06,-35.36,42.37
18.699,-13.14,-18.40,-34.98,41.65
18.709,-12.91,-18.77,-35.39,42.08
18.719,-12.44,-19.22,-36.13,42.77
18.729,-11.69,-19.65,-36.00,42.65
18.739,-11.41,-19.95,-36.27,42.94
18.749,-11.22,-20.30,-35.87,42.71
18.759,-10.96,-20.45,-35.42,42.34
18.769,-11.29,-20.70,-36.24,43.23
18.779,-11.54,-20.92,-35.92,43.14
18.789,-11.47,-20.93,-36.15,43.32
18.799,-11.45,-21.14,-35.73,43.07
18.809,-11.52,-21.21,-35.59,43.00
18.819,-11.33,-21.18,-36.00,43.28
18.829,-11.31,-21.17,-35.84,43.14
18.838,-11.22,-21.00,-35.99,43.16
18.848,-11.31,-20.90,-35.74,42.92
18.858,-11.28,-20.82,-35.74,42.87
18.868,-11.15,-20.56,-36.38,43.25
18.878,-11.23,-20.39,-36.28,43.11
18.888,-11.43,-19.99,-36.75,43.37
18.898,-11.57,-19.83,-36.63,43.23
18.908,-11.61,-19.38,-36.71,43.10
18.918,-11.61,-19.12,-37.07,43.30
18.928,-11.97,-19.07,-37.01,43.32
18.938,-12.14,-18.77,-37.13,43.34
18.948,-12.12,-18.79,-36.87,43.12
18.958,-12.14,-18.56,-36.92,43.07
18.968,-12.08,-18.50,-37.59,43.60
18.978,-12.18,-18.56,-37.26,43.37
18.988,-12.06,-18.38,-37.26,43.26
18.998,-12.28,-18.40,-37.33,43.39
19.008,-12.13,-18.35,-37.07,43.11
19.018,-11.83,-18.44,-37.35,43.30
19.028,-11.96,-18.46,-37.27,43.28
19.038,-11.91,-18.38,-37.69,43.60
19.048,-11.96,-18.43,-37.63,43.57
19.058,-11.61,-18.39,-37.19,43.08
19.068,-11.37,-18.46,-37.79,43.57
19.078,-11.03,-18.66,-37.71,43.49
19.088,-10.81,-18.73,-37.63,43.40
19.098,-10.62,-18.94,-37.85,43.64
19.108,-10.27,-19.32,-37.41,43.34
19.118,-10.20,-19.44,-37.57,43.51
19.127,-9.99,-19.74,-37.16,43.24
